epoch,loss(MSE),lr,time,tr_E(MAE),tr_F(MAE),val_E(MAE),val_F(MAE),irc_E(MAE),irc_F(MAE),test_E(MAE),test_F(MAE)
1.00000,1175.21823,0.00010,13567.43960,6.40549,3.22656,3.24254,2.36865,0.00000,0.00000,0.00000,0.00000
2.00000,163.93833,0.00010,13486.86411,3.30058,2.10461,3.26800,1.93577,0.00000,0.00000,0.00000,0.00000
3.00000,119.98487,0.00010,13579.82806,2.72860,1.81702,2.62709,1.72903,0.00000,0.00000,0.00000,0.00000
4.00000,98.07503,0.00010,13494.67513,2.44860,1.65114,2.57093,1.61426,0.00000,0.00000,0.00000,0.00000
5.00000,84.32056,0.00010,13585.49599,2.23650,1.53626,1.86588,1.48065,0.00000,0.00000,0.00000,0.00000
6.00000,74.97410,0.00010,13512.88747,2.11095,1.45205,2.10228,1.35861,0.00000,0.00000,0.00000,0.00000
7.00000,68.14561,0.00010,13586.05024,1.98929,1.38638,1.51877,1.36325,0.00000,0.00000,0.00000,0.00000
8.00000,63.18540,0.00010,13493.64477,1.92083,1.33360,1.61321,1.28443,0.00000,0.00000,0.00000,0.00000
9.00000,58.93260,0.00010,13582.65194,1.83478,1.29064,1.40026,1.34230,0.00000,0.00000,0.00000,0.00000
10.00000,55.71456,0.00010,14504.85356,1.77792,1.25511,1.39996,1.27292,0.00000,0.00000,1.40178,1.27357
11.00000,53.13124,0.00010,13498.36727,1.73975,1.22572,1.41425,1.14713,0.00000,0.00000,0.00000,0.00000
12.00000,50.70341,0.00010,13575.50429,1.69007,1.20065,1.60708,1.15878,0.00000,0.00000,0.00000,0.00000
13.00000,49.10213,0.00010,13573.46847,1.66422,1.17881,1.24952,1.20104,0.00000,0.00000,0.00000,0.00000
14.00000,47.50762,0.00010,13575.60519,1.63571,1.15945,1.40879,1.15535,0.00000,0.00000,0.00000,0.00000
15.00000,46.17544,0.00010,13571.94419,1.61133,1.14330,1.19146,1.13972,0.00000,0.00000,0.00000,0.00000
16.00000,44.68984,0.00010,13484.43589,1.56968,1.12692,3.54126,1.04660,0.00000,0.00000,0.00000,0.00000
17.00000,43.93954,0.00010,13485.38673,1.57367,1.11469,2.15645,1.05355,0.00000,0.00000,0.00000,0.00000
18.00000,42.84529,0.00010,13575.61933,1.53502,1.10251,3.90843,1.05323,0.00000,0.00000,0.00000,0.00000
19.00000,42.10395,0.00010,13571.18107,1.52475,1.09104,1.17967,1.07379,0.00000,0.00000,0.00000,0.00000
20.00000,40.96847,0.00010,13456.09740,1.48652,1.08134,1.21216,1.07273,0.00000,0.00000,0.00000,0.00000
21.00000,40.62170,0.00010,13464.48273,1.50377,1.07275,3.68155,1.08579,0.00000,0.00000,0.00000,0.00000
22.00000,39.97466,0.00010,13467.99461,1.48745,1.06474,1.83480,1.12058,0.00000,0.00000,0.00000,0.00000
23.00000,39.14555,0.00010,14415.03292,1.44676,1.05701,1.06092,1.07884,0.00000,0.00000,1.06077,1.07961
24.00000,38.69548,0.00010,13565.01830,1.43258,1.04983,1.88762,1.08557,0.00000,0.00000,0.00000,0.00000
25.00000,38.31293,0.00010,13568.81988,1.45320,1.04332,1.10092,1.04226,0.00000,0.00000,0.00000,0.00000
26.00000,37.81765,0.00010,13477.12962,1.42589,1.03748,1.06436,1.05466,0.00000,0.00000,0.00000,0.00000
27.00000,37.41655,0.00010,13485.09495,1.41922,1.03195,1.36659,0.99825,0.00000,0.00000,0.00000,0.00000
28.00000,36.98858,0.00010,13555.51342,1.41412,1.02660,1.48706,1.02272,0.00000,0.00000,0.00000,0.00000
29.00000,36.71228,0.00010,13549.51744,1.40708,1.02237,1.06846,1.01180,0.00000,0.00000,0.00000,0.00000
30.00000,36.18243,0.00010,13478.25396,1.37726,1.01674,1.28587,1.00692,0.00000,0.00000,0.00000,0.00000
