epoch,lr,step,train_loss,train_energy_mae,train_energy_mse,train_energy_per_atom_mae,train_energy_per_atom_mse,train_gradient_force_mae,train_gradient_force_mse,val_loss,val_energy_mae,val_energy_mse,val_energy_per_atom_mae,val_energy_per_atom_mse,val_gradient_force_mae,val_gradient_force_mse,test_loss,test_energy_mae,test_energy_mse,test_energy_per_atom_mae,test_energy_per_atom_mse,test_gradient_force_mae,test_gradient_force_mse,save_model
10,0.001,1045,0.311462394815117,0.07082537396951104,0.007744935992261427,0.003372636855691134,1.7562213134386017e-05,0.0919481178099275,0.015185872941142771,0.40843417311756414,0.058611560049903345,0.0056777510704796134,0.002791026669040093,1.2874718980661856e-05,0.10422079509122688,0.020137821102354226,0.41710915610775,0.06694686770125918,0.00689817331210228,0.003187946081013024,1.5642116353981107e-05,0.10538745440659147,0.020510549139782387,True
11,0.001,1140,0.27442255978864377,0.07972073893688883,0.009911229883327866,0.0037962256636590035,2.2474444179864166e-05,0.08557833060848852,0.013225566495265805,0.31593834069397125,0.08721347554550449,0.009264895054588447,0.004153022645020883,2.100883232329768e-05,0.09025229552395969,0.01533367228196914,,,,,,,,
12,0.001,1235,0.26545635636399284,0.09848380177692315,0.015161296794434006,0.004689704846517952,3.4379357810480596e-05,0.08262420447967177,0.012514752978477943,0.2111226421243521,0.06810336513946823,0.006625053342604599,0.00324301738758777,1.5022796695239348e-05,0.07443388858808268,0.010224879439087375,,,,,,,,
13,0.001,1330,0.2336717090661475,0.08886339809014128,0.01199448259426002,0.00423159038524318,2.7198373229588172e-05,0.07831817158166338,0.011083861323594379,0.251575483049432,0.12194588314334397,0.01669410068349902,0.005806946816348955,3.7855103590678396e-05,0.07945971893274792,0.01174406911829665,,,,,,,,
14,0.001,1425,0.2130052808831905,0.07630976414588654,0.009770949427350281,0.0036337982926571187,2.215634790778719e-05,0.07477049012811109,0.010161716572792013,0.2225115485283068,0.03897293013906165,0.0026670034621688837,0.0018558538161460093,6.0476268983502476e-06,0.07763405365394062,0.010992227253306895,,,,,,,,
15,0.001,1520,0.18292390858098934,0.10822104651220127,0.019013904902033463,0.005153383167243023,4.31154306168192e-05,0.06709883506770598,0.00819550018394779,0.1878590771510475,0.09856133408538881,0.01106757153230769,0.004693396861209749,2.5096534086862198e-05,0.06712846557068684,0.00883957528093699,,,,,,,,
16,0.001,1615,0.23127653022224143,0.09884142526151236,0.013690933072442018,0.004706734536261929,3.1045199710752186e-05,0.07635393050566394,0.010879279857489972,0.24460592058796793,0.05824919301856426,0.004739480043989689,0.00277377109611507,1.0747120281107676e-05,0.0802877005077144,0.011993322027198912,,,,,,,,
17,0.001,1710,0.22402885611445963,0.10108716328281414,0.016930146631842488,0.004813674442039334,3.839035517422635e-05,0.07488373088247585,0.010354935474130869,0.3662506980727357,0.23984410763594496,0.05860784767226295,0.011421147982666753,0.00013289761376937401,0.08424106065706366,0.015382142520023637,,,,,,,,
18,0.001,1805,0.21280444103683724,0.09728728742767999,0.01393704454879249,0.004632727972746961,3.160327562085373e-05,0.07336819818779043,0.00994336982440224,0.2145713202423255,0.14654010511527304,0.02316297193028408,0.006978100243586596,5.252374587369505e-05,0.07079599817948604,0.009570417415602071,,,,,,,,
19,0.001,1900,0.203241229231172,0.10900856723352931,0.02311855390728075,0.005190884153976664,5.2423024733058106e-05,0.0694357690924342,0.009006133766194553,0.2404240554202522,0.05777086678775959,0.004692778719578701,0.002750993656559331,1.064122158633444e-05,0.07713691305223629,0.011786563835033674,,,,,,,,
20,0.001,1995,0.15856764783511906,0.06362660193205029,0.006413853767192172,0.0030298381872422677,1.454388609341383e-05,0.06395060675981547,0.007607689703396345,0.190382545211671,0.027478113247125294,0.0011873928551691042,0.0013084815831894048,2.692500805380906e-06,0.06949948397425249,0.009459757617825094,0.18732646433548472,0.027915136978142983,0.0012557349114856672,0.0013292922370509359,2.847471454605016e-06,0.06990437137035274,0.009303536471199952,True
21,0.001,2090,0.2049742977366094,0.11758997001150609,0.01951887988728381,0.005599522381500215,4.426049861061642e-05,0.06980599296295366,0.009272770892466281,0.14872959019372395,0.029959716201701667,0.0014108948661313825,0.0014266531524572202,3.199308086492542e-06,0.0625877157612954,0.007365934766379628,,,,,,,,
22,0.001,2185,0.1634808498869891,0.07501387253373797,0.010694402381594616,0.0035720891682753503,2.4250345536513905e-05,0.06394906538338585,0.007639322375269726,0.2865192317413658,0.05409972253793967,0.004599311474184649,0.0025761772637156355,1.0429277719267665e-05,0.08646947368733411,0.014095996013359056,,,,,,,,
23,0.001,2280,0.17423604748779598,0.07033525455987012,0.007519340115522446,0.0033492978361836746,1.70506578583339e-05,0.0663475200032042,0.00833583536861367,0.27405556277483656,0.08681312733613596,0.008552392630950428,0.004133958444583641,1.9393180569117075e-05,0.0804894416896851,0.013275158507194306,,,,,,,,
24,0.001,2375,0.15420417065355627,0.06588296072793845,0.006350896995130618,0.0031372838441872143,1.440112697308733e-05,0.06312336427359133,0.007392663682921282,0.15951375225288636,0.07592604752069747,0.006733315797307768,0.003615526072414923,1.5268289789848365e-05,0.06147761176522623,0.00763902182277893,,,,,,,,
25,0.001,2470,0.16215780532580942,0.06192662004348869,0.00570019915178733,0.0029488866687370327,1.2925621659374274e-05,0.06428524298711043,0.007822880308701105,0.46629671139441614,0.18196140879037556,0.03452287798126778,0.008664828990019942,7.828317002562915e-05,0.10928164566547698,0.02158869167065742,,,,,,,,
26,0.001,2565,0.17746234492171348,0.07658559005067218,0.008694516688271462,0.003646932859558451,1.9715457343019823e-05,0.06684302834780322,0.008438391411672103,0.26111097757814433,0.04709767318156082,0.003249100899499908,0.0022427463419853666,7.367575735847641e-06,0.08157243674779865,0.01289309383393222,,,,,,,,
27,0.001,2660,0.17384044836396217,0.11543742654625308,0.022953690518441313,0.005497020311729676,5.204918484908969e-05,0.06299028483603095,0.007544337892276044,0.12305681339289583,0.06268565764861705,0.004531597372385412,0.0029850313166025445,1.0275731003125708e-05,0.05491866047583324,0.005926260801025521,,,,,,,,
28,0.001,2755,0.16605553303278164,0.06574349740638834,0.007814537887729522,0.003130642733638786,1.772004056174508e-05,0.06416221258734767,0.007912049757252602,0.14556213806033835,0.028954745730006837,0.0012444789246229574,0.001378797415718509,2.821947674888833e-06,0.060670247439952175,0.007215882956785769,,,,,,,,
29,0.001,2850,0.15964021355713054,0.12550094248510982,0.024070705334856255,0.005976235356433789,5.4582098265004884e-05,0.059175304529472963,0.0067784754111137125,0.11807688275595477,0.026761979533475824,0.0011759151678689733,0.0012743799777899768,2.666474303581046e-06,0.05341683095885149,0.0058450483794042895,,,,,,,,
30,0.001,2945,0.1200679420967357,0.061161485972146386,0.005818169419972064,0.0029124517129604866,1.3193127936458218e-05,0.0551054846208995,0.005712488633838187,0.13778668254885965,0.02542542552604573,0.0009060275270851303,0.001210734548860728,2.054484188404217e-06,0.05914628391924548,0.006844032751088726,0.1427465037217963,0.030006718122691383,0.001311785729316473,0.0014288913391742426,2.9745708147740705e-06,0.060456053424881834,0.00707173589962399,True
31,0.001,3040,0.179109496276529,0.11951542809384254,0.02090301963828166,0.005691210861611197,4.739913750174142e-05,0.06238190787261719,0.007910323831912364,0.18138763503980931,0.027297979424911318,0.0011076585889958682,0.0012999037821509773,2.5116974807555176e-06,0.06781151623289958,0.009013998822540673,,,,,,,,
32,0.001,3135,0.1337938531979901,0.07102803452707838,0.00808834582611381,0.0033822873584339465,1.8340920240633147e-05,0.057520484868014504,0.006285275368593814,0.17923043884747877,0.04436967854591785,0.002652086845002267,0.002112841835528343,6.013802369653111e-06,0.06784544798266,0.008828917600123826,,,,,,,,
33,0.001,3230,0.14519445131999512,0.0802270650676464,0.009841572629032482,0.0038203364317959503,2.2316491222315802e-05,0.0597538514579983,0.006767643934548134,0.32659787363618903,0.21556461212676367,0.04805004693743,0.010264981529849138,0.00010895702253395783,0.08464243076221012,0.013927391334937951,,,,,,,,
34,0.001,3325,0.17306834775598495,0.11415256443330063,0.021280330234132755,0.005435836401585986,4.825471708421905e-05,0.06240961013604182,0.007589400876092618,0.14082999840948549,0.11358054257587355,0.013565775306827317,0.005408597265522986,3.0761395253655935e-05,0.057602466071302455,0.006363211155132909,,,,,,,,
35,0.001,3420,0.12484870084557988,0.09143825494894899,0.014717978627173228,0.004354202616616596,3.3374101195408094e-05,0.053531518801651905,0.005506536110920328,0.20326692771177918,0.13314302345454052,0.018471023126079435,0.006340143974025523,4.188440618158721e-05,0.06399905462196792,0.009239795229284987,,,,,,,,
36,0.001,3515,0.14478081138117144,0.06748882759603714,0.007171668474310201,0.003213753695050926,1.6262286789835655e-05,0.059424817918681774,0.00688045714534306,0.17608862034479206,0.037456899077587875,0.0018865935534554301,0.0017836618608430398,4.277989917144678e-06,0.06829207321100693,0.00871010133956683,,,,,,,,
37,0.001,3610,0.14990080984258342,0.07461818235629548,0.008545957216469,0.0035532467788674388,1.9378587792441896e-05,0.06045021365491188,0.007067742631305725,0.24101294425639866,0.08684759858959297,0.008535306606186314,0.00413559993283343,1.9354436748675943e-05,0.07934186032380022,0.011623881882510618,,,,,,,,
38,0.001,3705,0.15037729214433618,0.12126646425437927,0.023721177097332284,0.0057745935359233905,5.3789517227495205e-05,0.057497178632954685,0.006332805752350195,0.08499432870059759,0.049662992701123586,0.0028816961213362323,0.0023649044143417087,6.534458325034388e-06,0.046977629040919996,0.004105631628963068,,,,,,,,
39,0.001,3800,0.11213306717852982,0.09742973176012658,0.014322074053405527,0.004639511036196286,3.247635839776263e-05,0.05113842996765933,0.0048905496562562135,0.08692097847300066,0.06621819525113097,0.004823385511836293,0.0031532473929087247,1.0937382113001394e-05,0.045506258742497474,0.004104879648058219,,,,,,,,
40,0.001,3895,0.101103082206732,0.05779997890092524,0.005032754282934087,0.0027523799476652077,1.1412141231157794e-05,0.04959977100638175,0.004803516396189896,0.21348010439691822,0.06043924378369411,0.004439025266067646,0.0028780592277917096,1.0065816929843838e-05,0.06922960455437321,0.010452053956542529,0.20844789641656886,0.05892352121871954,0.004275601486214184,0.0028058819627939328,9.695241465325226e-06,0.06914112638254559,0.010208614746517733,
41,0.001,3990,0.15172996502194164,0.07634319329649625,0.008578739820608677,0.003635390156975493,1.945292476329143e-05,0.06080683847872404,0.0071575612600666486,0.10143241054601516,0.05772718897744199,0.003999160877308021,0.0027489137608404236,9.068392012058064e-06,0.0501776180413339,0.004871662483435357,,,,,,,,
42,0.001,4085,0.11880427864318266,0.0571395426884402,0.0048544837618938385,0.0027209306042128025,1.1007899686834145e-05,0.05441747747047042,0.00569748974406444,0.10136752543306136,0.018282844329733053,0.0004898593595707308,0.000870611634748002,1.1107921985662221e-06,0.051116600083092115,0.005043883303674532,,,,,,,,
43,0.001,4180,0.11278953653428683,0.07548408276411035,0.00877063455218718,0.00359448013162448,1.9888060209052486e-05,0.05209930137031837,0.005200945099104984,0.09315530051604669,0.024465012227374246,0.0008908618811907134,0.0011650005822548338,2.0200949686977344e-06,0.04856773632083112,0.004613221931742799,,,,,,,,
44,0.001,4275,0.14234457036636036,0.05520967194187074,0.004965806236969387,0.0026290319972304137,1.1260331603100365e-05,0.058659774545085884,0.00686893820646955,0.15024586881161808,0.040829042185869184,0.00215623733718614,0.0019442401040987533,4.889427068463989e-06,0.061984963803420313,0.007404481573721596,,,,,,,,
45,0.001,4370,0.1894840593005091,0.14708460629697104,0.04294843642104512,0.007004028871284802,9.738874471890515e-05,0.06081011646423164,0.007326781143973196,0.17166918414562343,0.14814225438196446,0.022625369173229097,0.007054393065814111,5.13046920028819e-05,0.0621530703219985,0.007452190748619717,,,,,,,,
46,0.001,4465,0.11358288038151916,0.059775057142071215,0.0058628191379076966,0.0028464312924774944,1.3294374462361077e-05,0.05309071667218334,0.005386003062180572,0.1775736021912263,0.05151219464321912,0.00325632678179523,0.002452961649689769,7.3839609565193136e-06,0.06736399456070286,0.008715863770471554,,,,,,,,
47,0.001,4560,0.10902751379230169,0.08365082964861359,0.011769102897128974,0.003983372840409393,2.668730815674701e-05,0.05032029058369026,0.0048629205447586355,0.08956536127273991,0.05084528133302229,0.0030959942671206233,0.002421203872997921,7.020395163543308e-06,0.04701624636493919,0.004323468350280964,,,,,,,,
48,0.001,4655,0.13275982489751928,0.07928618042052749,0.009644053432028949,0.0037755324009793576,2.1868601886700204e-05,0.056378325247303164,0.0061557885732745135,0.1657698118727215,0.10987403167178855,0.012759771834372357,0.005232096746278785,2.8933722980478442e-05,0.06275905949564994,0.007650502001917457,,,,,,,,
49,0.001,4750,0.0855534169179901,0.05157980884764248,0.003945654702235027,0.00245618137370002,8.947062816876198e-06,0.046191894258034515,0.004080388110787753,0.1595434950669084,0.02152081696134701,0.0006822058315701917,0.001024800807686006,1.5469519990374562e-06,0.06194683981673814,0.00794306446176691,,,,,,,,
50,0.001,4845,0.09761944532675018,0.06471804880243753,0.006840680613027339,0.003081811847734547,1.5511747421822216e-05,0.04828686750160003,0.0045389382356861435,0.09929095139398171,0.021372635600564537,0.0006699253334863667,0.0010177445524050198,1.519105064590031e-06,0.05007648360092298,0.004931051303024767,0.10441861216104377,0.02338644548636512,0.00084250528330918,0.001113640261256478,1.910442819291083e-06,0.0508147018735976,0.00517880534388673,True
51,0.001,4940,0.11382494446623151,0.04988535797040021,0.0037017330912569217,0.002375493236686572,8.39395258789533e-06,0.05403310846304129,0.00550616056874873,0.16619104329026047,0.0660771679431491,0.005089665960475172,0.0031465318068171657,1.1541192654164679e-05,0.061026663454373346,0.008055068866489264,,,,,,,,
52,0.001,5035,0.1109910635538227,0.06006987601575689,0.005533175745466519,0.0028604702864636006,1.2546883776566696e-05,0.05205504670403659,0.005272894390417812,0.1597764720201875,0.08920774719859764,0.008523965526589768,0.004247987961841773,1.932872001496093e-05,0.06535026516741506,0.007562625324679887,,,,,,,,
53,0.001,5130,0.13859476624949116,0.0969163125017612,0.017108827864628598,0.004615062500083815,3.8795528037703146e-05,0.056023569629733774,0.006074296919243122,0.14527626736827792,0.14324897326332575,0.021373707231347776,0.006821379679201982,4.846645630687337e-05,0.056791922513991684,0.006195128006846508,,,,,,,,
54,0.001,5225,0.06856419433684255,0.04578056565978361,0.0035334009237541885,0.002180026936179945,8.012246992638927e-06,0.041535717197839474,0.003251539670654421,0.11557835329725502,0.051572272051416804,0.003220315485917299,0.00245582247863922,7.302302689165922e-06,0.0524798061693669,0.0056179018905668865,,,,,,,,
55,0.0007,5320,0.07528947824511655,0.0743981172150617,0.007521800918482228,0.0035427674864307547,1.705623791038969e-05,0.04244395745005994,0.0033883838663317178,0.08017076307924978,0.12551899694772145,0.016031735895896564,0.005977095092739546,3.635314262098603e-05,0.03967150439028981,0.003206951359167661,,,,,,,,
56,0.0007,5415,0.048005866039113075,0.05723082598312572,0.005417355605256794,0.0027252774277676988,1.2284253073152328e-05,0.03423411637251337,0.0021294255216928134,0.07398258901192228,0.06299489896315208,0.0043457495836524895,0.0029997570934847317,9.854307445939078e-06,0.041878960271374235,0.00348184197141349,,,,,,,,
57,0.0007,5510,0.06023061058142482,0.08286880709541852,0.011429580719112152,0.003946133671211338,2.5917416596642555e-05,0.03622623021619375,0.002440051493115634,0.06366889455935018,0.03230037823770544,0.0012891885308290126,0.0015381132494167104,2.923330001886323e-06,0.03868112532146731,0.003118985301426058,,,,,,,,
58,0.0007,5605,0.06308258641579378,0.06804700688904726,0.008192801563989079,0.003240333661384332,1.8577781324246203e-05,0.03818053105427265,0.002744489242590236,0.07058147420668691,0.041979757225926735,0.002101985076517773,0.0019990360583778967,4.766406069232764e-06,0.04106235446444067,0.0034239744565084562,,,,,,,,
59,0.0007,5700,0.07913356410921824,0.07652504738964414,0.013762414186891572,0.003644049875699452,3.120728840565609e-05,0.04147280999884352,0.0032685574961163312,0.09524518344201324,0.06880867466839845,0.005177430520620723,0.0032766035556369387,1.174020526219513e-05,0.047256195003745394,0.004503387646069626,,,,,,,,
60,0.0007,5795,0.0653713960038209,0.04137183060268349,0.002720287950846015,0.001970087171556602,6.168453403282421e-06,0.039962818061961586,0.003132555402648743,0.0814114866368552,0.03575448186791618,0.001567902102119807,0.0017025943746489247,3.555333564853404e-06,0.04445133597046115,0.003992179226736769,0.0871906697081455,0.03960185015867319,0.0019926508062300553,0.0018858023885075,4.5184825538016825e-06,0.045170024637166274,0.004259900945095772,True
61,0.0007,5890,0.07440161239713074,0.04038314241741319,0.002596529082802833,0.001923006781782869,5.887821049441788e-06,0.043885834698757974,0.003590254165716396,0.11259776465923262,0.018813135097152555,0.0005062753943295141,0.0008958635760473044,1.1480167671781897e-06,0.052829522079472925,0.005604574463245155,,,,,,,,
62,0.0007,5985,0.0633709345534931,0.03878892992093536,0.0022724290268884523,0.0018470919009970247,5.152900287730812e-06,0.04053761950084758,0.003054925276330233,0.0757241572818426,0.021660176290533854,0.0007063123350641421,0.0010314369662319223,1.6016152722808217e-06,0.042030977008413815,0.003750892247338923,,,,,,,,
63,0.0007,6080,0.05683434642996852,0.04252724875725492,0.0029159125914491693,0.0020251070836789765,6.612046692636847e-06,0.03782001315584413,0.002695921691925968,0.0863190794977832,0.03505279796663672,0.0015403052284182301,0.0016691808555492572,3.492755619976751e-06,0.04506227603440918,0.004238938713468248,,,,,,,,
64,0.0007,6175,0.055746488041733676,0.047493997622322676,0.00336143524462306,0.0022616189343969044,7.622302142002194e-06,0.037035870031163105,0.0026192526398555295,0.060577233957011055,0.015304307948681527,0.0003347278763987806,0.0007287765689807202,7.590201278785592e-07,0.038451092808212475,0.0030121253040306137,,,,,,,,
65,0.0007,6270,0.05355780337883609,0.037187940958859765,0.0022198417848095283,0.0017708543313759897,5.033654840850399e-06,0.03757203288074285,0.0025668980797013278,0.071105781585852,0.035862030249554665,0.0015415906680981395,0.0017077157261678622,3.495670449190405e-06,0.04353819356258047,0.0034782095458876926,,,,,,,,
66,0.0007,6365,0.0655605641235381,0.04674195443357395,0.003635171895442704,0.002225807353980049,8.243020171074836e-06,0.039525708399727986,0.0030962696114047706,0.09452621542438384,0.017397966870921665,0.0004944053979420914,0.0008284746129038468,1.1211006756131707e-06,0.048494496839405,0.004701590501322088,,,,,,,,
67,0.0007,6460,0.05721626192325511,0.039800642814121885,0.002367308574581794,0.0018952687054340793,5.368046654387108e-06,0.03800291398324615,0.0027424476674336637,0.06926882069360145,0.024555104446408224,0.000802156006378855,0.001169290687935245,1.8189478602864967e-06,0.04115262999731789,0.0034233332343611297,,,,,,,,
68,0.0007,6555,0.057528327431466755,0.046770385242764986,0.0036159969412211685,0.0022271612020380127,8.199539549260834e-06,0.03753236985862943,0.002695616524512281,0.0555122682912278,0.017627566812661827,0.00044703537105688317,0.0008394079434674495,1.013685648668884e-06,0.03696988891741252,0.002753261646008546,,,,,,,,
69,0.0007,6650,0.06030499798530453,0.040840937573915354,0.0026843930918900617,0.0019448065511395677,6.087059165281317e-06,0.03797433996202077,0.0028810302446707235,0.09024097156399806,0.047901626333405146,0.0027600154169185455,0.002281029825405767,6.258538360396176e-06,0.04637307494533997,0.004374047807353976,,,,,,,,
70,0.0007,6745,0.05768482967929963,0.0819420361454525,0.009072221571433552,0.0039020017212113224,2.0571931000981396e-05,0.03577176536349297,0.002430630405393301,0.07511511535435718,0.05472459673641424,0.0033561365340770066,0.0026059331779197236,7.6102869253205415e-06,0.04254988478891428,0.0035879489410140086,0.08682403527943706,0.05769429998576743,0.0038789815814720724,0.0027473476183708955,8.795876601976152e-06,0.04472173906774036,0.00414725268489825,True
71,0.0007,6840,0.048583161832308056,0.07643978401226618,0.008486517669925434,0.0036399897148698757,1.924380424020151e-05,0.03287333771320807,0.0020048322081191294,0.09603221751237137,0.07640271287345968,0.006201093823365718,0.0036382244225455908,1.4061437241202181e-05,0.0486028622117547,0.004491556184450283,,,,,,,,
72,0.0007,6935,0.05590773190821099,0.04832414850104358,0.00359930355407904,0.0023011499286216307,8.161686063678438e-06,0.03776957384024546,0.002615421417706597,0.09925464429286684,0.0746883882011025,0.006084463989803592,0.0035565899143398384,1.3796970498429289e-05,0.049531082361834275,0.0046585090151531625,,,,,,,,
73,0.0007,7030,0.06537116735720722,0.036651229791421346,0.0020398710130667187,0.0017452966567347377,4.62555785275778e-06,0.040034824948690415,0.0031665648172070253,0.07967534175696231,0.041280809754316576,0.0021158585494345005,0.0019657528454513342,4.797865191488066e-06,0.04426985239923644,0.0038779741603763903,,,,,,,,
74,0.0007,7125,0.056749038029376954,0.02989235923541281,0.0013681280586171495,0.0014234456778790684,3.1023311986852867e-06,0.03875317072180379,0.002769045498537994,0.06625136720296107,0.047867912086221626,0.0026038435995572136,0.002279424385060338,5.9044072552459465e-06,0.04030451912670513,0.0031823761801701923,,,,,,,,
75,0.0007,7220,0.044108696484528476,0.0402096420393546,0.0024898484879359636,0.001914744859014646,5.645914938620384e-06,0.033413438039632315,0.002080942399829625,0.06285517886641134,0.03237840672809398,0.0013353786867054593,0.0015418288918181134,3.0280695843809053e-06,0.03911977651008394,0.0030759900089852945,,,,,,,,
76,0.0007,7315,0.051782071977768455,0.03625948688546869,0.0020271626790175816,0.0017266422326426766,4.596740768758408e-06,0.03611455345827419,0.0024877454649375437,0.07287874172114833,0.037881949119400814,0.0017463128420140944,0.001803902339022443,3.95989306580733e-06,0.042184830136690804,0.0035566214439567115,,,,,,,,
77,0.0007,7410,0.04542430096294436,0.03274463857299308,0.0018710025026545277,0.0015592685034754908,4.2426360604360235e-06,0.03397112542921319,0.002177664923014491,0.08994564370627839,0.027034482094968552,0.001115896746706774,0.0012873562902404956,2.5303781104621403e-06,0.04587187905070278,0.004441487347978581,,,,,,,,
78,0.0007,7505,0.05790041442916478,0.025283786153358006,0.0010278538328768476,0.0012039898168281504,2.330734314919508e-06,0.03864106751856264,0.0028436280298143974,0.09019697403797708,0.02216589267802192,0.0007304405983896745,0.001055518698967717,1.656327887536462e-06,0.046787414536442744,0.00447332667197937,,,,,,,,
79,0.0007,7600,0.07041498296901175,0.04261044738959754,0.0027755564699123566,0.002029068923315998,6.29377884334833e-06,0.040655405716690726,0.0033819713249549697,0.09662308430200651,0.09287969648488797,0.00894870337569313,0.004422842689762092,2.029184438938198e-05,0.04661394233505611,0.0043837190463156695,,,,,,,,
80,0.0007,7695,0.05597729197438063,0.050205654640192644,0.0037500485253310835,0.0023907454590585083,8.503511395316864e-06,0.036004737605360645,0.002611362172452478,0.05375252616464604,0.03991245427321701,0.0018776332397879537,0.001900593060627216,4.257671745543464e-06,0.03480607380164828,0.002593744646242904,0.05573892137074984,0.04054952195726946,0.001978967831463139,0.001930929617013021,4.487455400140226e-06,0.03573484160350089,0.002687997676964335,True
81,0.0007,7790,0.04794828314015675,0.05826959038035343,0.005445482477780649,0.002774742399064843,1.2348032829432733e-05,0.03234917989232571,0.002125140033118805,0.049644192123068163,0.05935482179222163,0.003803596555974045,0.0028264200853413968,8.624935501073141e-06,0.03265502388311217,0.002292029778354706,,,,,,,,
82,0.0007,7885,0.04192540123638747,0.07296484631537936,0.00724204965756432,0.003474516491210604,1.642188130968834e-05,0.030168286641727785,0.001734167578941157,0.05925447539085446,0.06293486845614098,0.004181329914706179,0.0029968984979132076,9.481473729516086e-06,0.03674315288703101,0.0027536572738074143,,,,,,,,
83,0.0007,7980,0.04010207479894684,0.052728050420628246,0.0038234430460535045,0.002510859543840405,8.66993887995264e-06,0.03037414521881723,0.0018139315876446673,0.0934232577893761,0.037256148727683465,0.0018738183159033605,0.0017741023203643636,4.249021124492867e-06,0.0461227834178582,0.004577471973673637,,,,,,,,
84,0.0007,8075,0.05567718464763128,0.04835227938430189,0.004631688401952217,0.002302489494488901,1.0502694789003559e-05,0.03677281504091834,0.0025522748122839525,0.10382308993357894,0.14764265128491388,0.022397085089183935,0.007030602442139298,5.0787041018560754e-05,0.04626801964924106,0.00407130024221975,,,,,,,,
85,0.0007,8170,0.046676437955810585,0.05935443155318544,0.006121024473789328,0.002826401502532127,1.387987409021833e-05,0.03308213416817051,0.0020277706741010635,0.07367450672444749,0.050312528902213674,0.0028587195668114784,0.0023958347096299805,6.48235729435732e-06,0.04191404477623178,0.0035407893578818,,,,,,,,
