epoch,loss(MSE),lr,time,tr_E(MAE),tr_F(MAE),val_E(MAE),val_F(MAE),irc_E(MAE),irc_F(MAE),test_E(MAE),test_F(MAE)
1.00000,171.30659,0.00010,13386.38135,2.77893,2.05045,1.92961,1.68431,0.00000,0.00000,0.00000,0.00000
2.00000,87.18343,0.00010,13299.71061,1.87267,1.56332,1.70234,1.49223,0.00000,0.00000,0.00000,0.00000
3.00000,70.05432,0.00010,13411.26742,1.66295,1.41508,1.90699,1.36139,0.00000,0.00000,0.00000,0.00000
4.00000,61.32255,0.00010,13353.57870,1.55826,1.32885,1.54680,1.30865,0.00000,0.00000,0.00000,0.00000
5.00000,55.56648,0.00010,13429.46288,1.48871,1.27082,1.42915,1.19939,0.00000,0.00000,0.00000,0.00000
6.00000,51.93312,0.00010,13318.77333,1.44639,1.22804,1.18264,1.17847,0.00000,0.00000,0.00000,0.00000
7.00000,49.09214,0.00010,13424.35944,1.42350,1.19489,1.54393,1.20653,0.00000,0.00000,0.00000,0.00000
8.00000,46.80586,0.00010,13484.89857,1.38627,1.16784,1.08703,1.15307,0.00000,0.00000,0.00000,0.00000
9.00000,45.06501,0.00010,13508.44281,1.36427,1.14541,1.17414,1.15079,0.00000,0.00000,0.00000,0.00000
10.00000,43.61012,0.00010,14314.93680,1.35446,1.12673,1.07848,1.09301,0.00000,0.00000,1.07910,1.09359
11.00000,42.35763,0.00010,13419.93289,1.33660,1.11095,1.28484,1.09553,0.00000,0.00000,0.00000,0.00000
12.00000,41.29602,0.00010,13410.13802,1.32336,1.09655,1.37955,1.16874,0.00000,0.00000,0.00000,0.00000
13.00000,40.28217,0.00010,13401.97296,1.30795,1.08385,1.35200,1.07937,0.00000,0.00000,0.00000,0.00000
14.00000,39.60034,0.00010,13438.74923,1.30127,1.07324,0.94380,1.05929,0.00000,0.00000,0.00000,0.00000
15.00000,38.92347,0.00010,13316.53107,1.31850,1.06323,1.09886,1.08312,0.00000,0.00000,0.00000,0.00000
16.00000,38.26122,0.00010,13321.76792,1.29687,1.05491,2.33941,1.00735,0.00000,0.00000,0.00000,0.00000
17.00000,37.78137,0.00010,13318.35007,1.28655,1.04732,1.45828,1.00539,0.00000,0.00000,0.00000,0.00000
18.00000,37.22626,0.00010,13410.49060,1.28270,1.03855,1.04435,1.08677,0.00000,0.00000,0.00000,0.00000
